appliance_code,power_watts,duration_minutes,is_night,is_occupied,temp_setting,energy_kwh
5,1529.5774647887324,71,0,1,16.1,1.81
4,1133.3333333333333,45,0,0,16.7,0.85
1,488.659793814433,97,0,1,21.1,0.79
1,338.29787234042556,94,0,1,22.9,0.53
0,329.72972972972974,111,1,0,20.0,0.61
1,4018.867924528302,53,0,1,16.8,3.55
5,823.5294117647059,102,0,0,15.4,1.4
5,7125.0,40,1,0,15.2,4.75
2,373.109243697479,119,1,1,22.8,0.74
2,2921.4285714285716,84,1,1,21.3,4.09
5,2046.1538461538462,39,0,0,22.6,1.33
4,2100.0,102,0,1,16.0,3.57
3,1162.5,16,0,0,23.8,0.31
1,9364.285714285714,28,0,1,18.3,4.37
0,35000.0,3,0,1,17.7,1.75
3,6789.473684210527,38,1,1,16.3,4.3
2,7462.5,16,0,0,15.4,1.99
4,2269.090909090909,110,0,1,21.1,4.16
4,1160.4395604395604,91,0,1,22.3,1.76
2,2369.387755102041,98,0,1,19.1,3.87
3,12240.0,20,0,1,17.3,4.08
2,548.936170212766,47,0,0,17.5,0.43
5,1326.6666666666667,90,1,0,22.7,1.99
3,1963.636363636364,66,0,1,16.0,2.16
0,3109.090909090909,22,1,0,21.1,1.14
3,13440.0,10,0,1,16.3,2.24
4,512.8205128205128,117,1,1,15.7,1.0
5,2529.896907216495,97,0,0,16.1,4.09
4,3313.6363636363635,44,1,1,22.6,2.43
5,14400.0,15,1,0,21.3,3.6
2,1056.0,100,0,1,17.0,1.76
3,9240.0,15,0,1,17.4,2.31
0,2345.4545454545455,110,0,1,15.4,4.3
4,8160.0,25,1,1,17.8,3.4
3,3909.090909090909,33,0,1,24.3,2.15
1,1976.4705882352941,34,0,1,18.5,1.12
5,1851.063829787234,94,1,1,22.1,2.9
2,2816.6666666666665,36,0,1,17.0,1.69
2,2870.5882352941176,102,0,1,18.4,4.88
2,4010.5263157894738,19,0,1,21.8,1.27
0,33000.0,8,1,0,18.2,4.4
5,6000.0,11,1,1,24.7,1.1
4,1952.9411764705883,102,0,1,20.8,3.32
5,4281.818181818182,22,0,0,16.5,1.57
3,4423.728813559322,59,0,0,22.2,4.35
5,3428.5714285714284,28,0,1,22.8,1.6
4,1811.111111111111,108,0,0,17.6,3.26
0,1700.0,30,0,1,17.6,0.85
3,870.3296703296703,91,0,1,19.3,1.32
4,1978.3783783783783,74,0,0,22.9,2.44
2,400.0,84,1,0,19.2,0.56
3,2640.0,10,1,1,20.0,0.44
5,13328.57142857143,14,1,1,17.6,3.11
4,24171.428571428572,7,1,0,21.9,2.82
2,55050.0,4,1,0,16.2,3.67
3,926.6666666666666,90,0,0,22.5,1.39
2,52500.0,4,0,0,24.1,3.5
2,1142.608695652174,115,0,0,17.4,2.19
1,6187.5,16,1,0,23.8,1.65
2,3600.0,64,1,0,21.7,3.84
2,2027.3684210526317,95,1,0,18.9,3.21
2,2302.3255813953488,43,1,0,19.4,1.65
3,5636.8421052631575,38,1,0,21.4,3.57
0,608.5714285714286,70,1,1,19.1,0.71
1,1233.7078651685392,89,0,0,18.1,1.83
3,705.0,80,0,1,20.6,0.94
2,18200.0,15,1,0,23.5,4.55
3,4374.545454545455,55,0,0,22.9,4.01
1,1793.75,96,0,1,22.9,2.87
2,12250.0,12,0,1,20.1,2.45
3,2071.698113207547,106,1,0,20.3,3.66
2,1427.1844660194174,103,1,0,20.8,2.45
1,2430.769230769231,39,0,0,22.7,1.58
3,756.0,50,0,0,19.3,0.63
3,1373.6842105263158,114,0,0,23.3,2.61
3,2908.695652173913,92,0,0,15.6,4.46
0,2629.090909090909,55,1,1,15.3,2.41
2,2466.6666666666665,81,1,1,18.8,3.33
2,1898.6301369863013,73,0,1,24.4,2.31
4,1532.6732673267327,101,0,0,18.7,2.58
4,41914.28571428572,7,0,1,17.8,4.89
4,7668.75,32,0,1,15.8,4.09
2,980.6451612903226,93,0,0,22.7,1.52
4,1183.6363636363637,110,0,0,21.7,2.17
3,21514.285714285714,7,0,1,21.9,2.51
4,72.22222222222223,108,0,1,17.3,0.13
3,2362.025316455696,79,1,1,18.2,3.11
0,1607.9999999999998,75,1,1,20.3,2.01
3,6720.0,30,1,0,18.1,3.36
3,8439.999999999998,15,0,0,22.4,2.11
5,489.1304347826087,92,1,1,19.7,0.75
0,2733.333333333333,45,1,1,23.6,2.05
4,3283.3333333333335,36,1,1,23.6,1.97
0,3591.780821917808,73,1,1,21.5,4.37
0,16350.000000000002,8,1,1,24.8,2.18
3,425.0,72,0,1,17.6,0.51
1,37560.0,5,1,1,20.8,3.13
4,808.695652173913,46,1,1,22.6,0.62
3,2444.1176470588234,68,1,1,23.5,2.77
3,1750.4587155963302,109,0,0,15.1,3.18
1,4589.473684210527,57,1,0,24.3,4.36
0,7680.0,35,1,1,22.0,4.48
3,2232.0,50,0,1,15.2,1.86
3,25350.0,8,0,0,15.6,3.38
4,86100.0,2,0,0,19.9,2.87
3,14325.0,8,0,0,23.6,1.91
4,1860.0,80,0,1,17.4,2.48
1,1890.2654867256638,113,0,0,15.0,3.56
0,6189.473684210527,19,1,1,17.8,1.96
5,2678.2608695652175,69,0,0,15.2,3.08
5,2197.5,80,1,0,21.6,2.93
2,369.2307692307692,78,0,1,18.5,0.48
3,3315.384615384615,78,0,0,21.9,4.31
4,1287.5,96,1,0,19.8,2.06
3,1431.4285714285713,70,1,1,18.8,1.67
3,1917.6470588235295,51,0,1,21.5,1.63
5,74850.0,4,0,0,19.4,4.99
0,2742.8571428571427,7,0,0,24.9,0.32
5,1621.6216216216217,111,1,0,19.8,3.0
4,3325.0,48,0,1,15.6,2.66
2,2295.0,40,1,1,20.7,1.53
2,926.0869565217391,92,0,0,18.2,1.42
2,4427.5862068965525,58,0,1,24.9,4.28
3,11370.0,20,1,0,17.7,3.79
3,6783.333333333334,36,0,1,18.3,4.07
3,2162.068965517241,58,1,1,15.7,2.09
2,3438.095238095238,63,0,0,22.5,3.61
0,1511.6883116883116,77,0,0,19.6,1.94
3,18660.0,10,0,0,21.2,3.11
4,2166.6666666666665,90,0,0,22.4,3.25
3,1791.4285714285713,70,1,0,23.4,2.09
1,345.76271186440675,59,1,0,16.9,0.34
2,7745.454545454545,22,1,0,15.8,2.84
0,378.0,100,0,0,16.2,0.63
2,2100.0,24,1,0,22.6,0.84
2,27000.0,9,1,1,21.6,4.05
5,4500.0,2,0,0,16.7,0.15
1,778.021978021978,91,0,1,20.2,1.18
4,3277.6119402985073,67,0,0,20.6,3.66
3,3829.090909090909,55,1,0,24.7,3.51
3,2600.0,6,0,0,19.5,0.26
0,1478.1818181818182,110,0,0,24.3,2.71
2,2740.2061855670104,97,0,1,21.8,4.43
4,2375.0,96,1,1,17.2,3.8
1,6432.0,25,0,0,19.2,2.68
1,10875.0,16,0,1,23.0,2.9
3,769.5652173913044,46,0,0,20.4,0.59
3,569.6969696969697,99,0,0,22.6,0.94
1,31049.999999999996,4,0,1,21.7,2.07
5,4589.473684210527,57,0,1,21.6,4.36
5,518.1818181818181,66,1,1,17.2,0.57
3,1360.344827586207,116,0,0,18.0,2.63
4,3324.324324324324,37,0,0,21.6,2.05
4,2889.795918367347,98,0,0,22.3,4.72
2,3386.4406779661017,59,0,1,20.5,3.33
2,1211.1111111111113,108,0,0,21.7,2.18
5,13133.333333333334,18,0,0,18.5,3.94
0,1256.25,64,1,0,17.0,1.34
4,4521.428571428571,28,0,1,17.9,2.11
2,28500.0,10,0,1,17.0,4.75
1,1154.7169811320755,53,0,0,17.7,1.02
1,289200.0,1,0,1,16.6,4.82
5,1000.0,114,0,0,21.1,1.9
5,204.3956043956044,91,0,0,15.9,0.31
2,2408.955223880597,67,0,1,18.8,2.69
2,3165.9574468085107,94,0,1,18.4,4.96
0,1100.0,6,0,1,20.3,0.11
0,1294.7368421052631,57,0,1,15.6,1.23
0,4225.0,24,0,1,20.9,1.69
0,96.29629629629629,81,0,0,17.5,0.13
2,3117.0731707317073,41,0,1,15.6,2.13
4,2383.4862385321103,109,0,0,18.5,4.33
5,8550.0,20,0,0,18.9,2.85
3,4581.818181818182,22,0,0,24.5,1.68
5,3478.2608695652175,69,1,0,15.5,4.0
1,1553.5714285714287,112,1,1,15.7,2.9
4,2589.4736842105262,19,0,1,16.0,0.82
5,742.5742574257425,101,0,1,23.6,1.25
4,3369.86301369863,73,1,1,15.0,4.1
3,813.9130434782609,115,1,0,24.3,1.56
2,1434.7826086956522,23,0,1,17.8,0.55
1,2518.867924528302,106,0,0,19.1,4.45
4,5850.0,44,0,1,22.6,4.29
2,821.3592233009708,103,1,1,17.1,1.41
1,5146.153846153846,52,0,0,16.9,4.46
0,406.4516129032258,93,0,0,16.2,0.63
3,1352.9411764705883,102,0,1,22.3,2.3
0,2675.0000000000005,24,1,0,20.0,1.07
4,4733.333333333333,9,1,0,23.5,0.71
3,297.43589743589746,117,0,1,19.1,0.58
2,2103.2258064516127,93,0,1,18.1,3.26
0,2226.3157894736846,114,1,0,17.3,4.23
4,1794.642857142857,112,0,1,17.5,3.35
1,1592.9203539823009,113,0,1,22.9,3.0
3,11307.692307692309,26,0,1,16.4,4.9
0,2131.25,96,1,1,20.4,3.41
2,2205.714285714286,105,1,0,19.9,3.86
1,2933.3333333333335,72,1,0,20.1,3.52
0,2619.354838709677,93,0,0,19.4,4.06
0,8571.42857142857,28,0,0,20.5,4.0
3,6600.0,39,1,1,15.1,4.29
5,652.1739130434783,69,0,0,22.4,0.75
1,3271.4285714285716,42,0,1,18.2,2.29
4,7080.0,10,1,1,22.7,1.18
4,1112.5,96,0,0,23.0,1.78
2,48900.0,2,1,1,19.2,1.63
2,2572.4137931034484,87,1,1,21.1,3.73
0,539.3939393939394,99,0,1,15.4,0.89
0,3148.235294117647,85,1,1,23.5,4.46
1,363.02521008403363,119,1,0,17.3,0.72
4,13250.0,12,0,1,19.3,2.65
4,5857.142857142857,21,0,1,23.9,2.05
5,216.80672268907563,119,0,1,21.1,0.43
1,414.4329896907216,97,0,0,17.5,0.67
0,4941.176470588235,34,1,1,23.7,2.8
2,42960.0,5,0,1,23.6,3.58
2,946.7889908256881,109,1,0,16.5,1.72
5,2531.7073170731705,41,0,0,22.2,1.73
4,5423.076923076923,26,1,0,16.2,2.35
1,33685.71428571428,7,0,1,18.0,3.93
0,4666.666666666667,45,0,1,25.0,3.5
4,1897.9591836734694,98,0,0,15.4,3.1
0,1495.2380952380952,63,1,0,24.4,1.57
5,1106.0240963855422,83,0,1,24.9,1.53
1,4608.0,50,0,0,16.1,3.84
1,312.60504201680675,119,1,1,21.1,0.62
5,1600.0,54,1,1,21.9,1.44
3,10120.0,15,0,0,21.4,2.53
5,1187.2340425531916,94,0,0,15.8,1.86
1,8329.411764705883,34,0,0,22.0,4.72
1,1388.235294117647,51,0,1,19.7,1.18
4,3069.230769230769,26,0,0,22.2,1.33
4,3427.2727272727275,66,0,1,16.0,3.77
1,5845.714285714285,35,0,0,24.7,3.41
2,1890.7563025210084,119,0,0,19.4,3.75
1,2362.025316455696,79,1,1,21.0,3.11
4,6168.0,25,0,1,16.3,2.57
2,2009.5238095238094,63,0,1,15.7,2.11
0,1783.5616438356165,73,0,1,21.5,2.17
1,3202.409638554217,83,0,0,18.8,4.43
5,60150.0,4,0,0,15.0,4.01
3,997.8947368421053,95,0,1,21.5,1.58
2,2163.6363636363635,99,1,0,15.5,3.57
2,1786.046511627907,43,0,0,16.6,1.28
5,127.65957446808511,94,0,1,18.4,0.2
4,5935.714285714285,28,0,0,22.4,2.77
1,1088.888888888889,54,0,1,17.1,0.98
3,4901.88679245283,53,1,0,20.9,4.33
2,1447.0588235294117,17,1,1,24.8,0.41
1,2160.0,105,1,0,21.0,3.78
0,6909.090909090909,33,0,0,23.0,3.8
0,2912.621359223301,103,1,0,20.8,5.0
4,26820.0,10,1,0,23.8,4.47
1,2120.0,45,0,0,22.9,1.59
1,31800.0,9,0,1,23.6,4.77
1,802.4096385542168,83,0,1,23.9,1.11
5,2846.5116279069766,86,0,1,22.7,4.08
3,1128.5714285714287,84,1,1,16.8,1.58
0,26799.999999999996,9,0,1,23.8,4.02
4,4606.451612903225,62,0,1,20.9,4.76
2,20030.76923076923,13,1,1,16.6,4.34
2,18066.666666666668,9,0,1,19.2,2.71
2,14775.0,16,0,0,19.2,3.94
3,3170.1492537313434,67,0,0,20.0,3.54
2,2533.3333333333335,117,0,1,24.0,4.94
3,4734.782608695652,46,1,0,17.4,3.63
2,1023.5294117647059,17,0,1,16.1,0.29
0,2600.0,54,0,0,19.9,2.34
5,1693.5483870967741,62,0,1,17.3,1.75
4,2400.0,7,1,1,15.5,0.28
2,5836.363636363637,44,1,1,18.9,4.28
5,5880.0,40,0,1,21.3,3.92
5,2266.6666666666665,90,1,1,18.1,3.4
1,1200.0,73,1,0,20.1,1.46
2,345.2830188679245,106,1,0,21.9,0.61
1,4182.35294117647,68,1,1,17.7,4.74
1,1432.5,80,1,1,23.6,1.91
3,4464.0,25,1,1,19.3,1.86
3,2695.0819672131147,61,1,1,24.2,2.74
0,19860.0,10,1,1,16.9,3.31
4,842.1052631578947,114,0,0,21.9,1.6
4,3145.4545454545455,66,0,0,20.5,3.46
2,3035.820895522388,67,1,1,18.1,3.39
5,1496.0,75,1,1,17.9,1.87
4,7300.0,12,0,1,18.8,1.46
5,2708.3333333333335,72,0,1,23.2,3.25
5,10671.42857142857,28,1,1,23.3,4.98
3,1588.235294117647,34,1,0,19.5,0.9
3,2393.3333333333335,90,1,1,21.1,3.59
4,1329.032258064516,93,0,1,22.8,2.06
1,3041.3793103448274,87,0,1,23.0,4.41
1,14435.29411764706,17,1,1,24.6,4.09
5,4656.0,25,1,0,20.3,1.94
1,2063.793103448276,116,0,0,23.9,3.99
4,2874.4186046511627,86,0,0,20.0,4.12
4,307.5,80,1,1,15.1,0.41
1,3533.3333333333335,63,1,0,16.3,3.71
0,9142.857142857143,21,0,0,15.8,3.2
0,1819.047619047619,63,1,1,15.6,1.91
5,7114.285714285715,42,0,1,19.4,4.98
0,1837.1681415929204,113,0,0,18.5,3.46
0,4417.241379310344,58,1,1,23.8,4.27
1,2730.769230769231,78,0,0,17.8,3.55
5,2442.8571428571427,98,1,0,17.4,3.99
3,10311.111111111111,27,1,0,22.5,4.64
4,2661.3861386138615,101,1,1,21.4,4.48
5,4190.625,64,0,0,15.2,4.47
5,9514.285714285714,7,0,1,15.7,1.11
5,1087.5,64,0,1,15.8,1.16
5,277200.0,1,0,1,21.7,4.62
2,576.9230769230769,26,1,0,21.0,0.25
0,11424.0,25,0,0,24.5,4.76
0,13800.0,15,0,1,20.5,3.45
3,1098.1132075471698,106,0,1,20.3,1.94
2,3489.230769230769,65,1,0,20.7,3.78
4,98000.0,3,1,1,21.4,4.9
4,1101.098901098901,91,0,1,18.5,1.67
0,25400.0,9,1,1,15.2,3.81
3,3134.8314606741574,89,1,0,24.2,4.65
5,3296.296296296296,81,1,0,21.9,4.45
2,5810.526315789473,19,1,1,17.0,1.84
3,4248.387096774193,62,0,0,20.4,4.39
2,17520.0,5,0,0,17.7,1.46
1,1087.179487179487,117,0,1,20.1,2.12
2,3925.714285714286,70,1,0,20.5,4.58
3,10376.470588235294,17,0,1,16.5,2.94
4,2484.507042253521,71,0,0,18.5,2.94
1,1991.304347826087,69,1,1,24.3,2.29
1,1025.2427184466019,103,0,0,15.9,1.76
0,5192.727272727273,55,1,0,24.1,4.76
0,2232.6923076923076,104,0,0,16.6,3.87
2,475.0,48,0,1,22.8,0.38
1,1628.5714285714287,98,0,1,24.1,2.66
3,2141.772151898734,79,0,1,19.7,2.82
1,1520.6896551724137,116,0,1,24.7,2.94
2,2916.4556962025317,79,0,1,21.7,3.84
3,6248.780487804877,41,1,1,20.8,4.27
4,1693.8053097345132,113,0,1,16.1,3.19
4,102600.0,2,0,0,15.2,3.42
3,7992.0,25,0,0,24.7,3.33
3,562.5,80,0,1,21.5,0.75
2,6300.0,24,0,1,15.4,2.52
3,4468.6567164179105,67,1,0,19.9,4.99
4,7061.538461538462,13,0,1,22.0,1.53
4,4268.571428571428,70,1,1,18.8,4.98
0,2302.9411764705883,68,1,0,19.7,2.61
1,2595.918367346939,49,1,1,22.3,2.12
2,5814.285714285715,42,0,1,15.2,4.07
1,2354.3478260869565,92,1,0,18.7,3.61
4,10043.478260869566,23,0,0,21.0,3.85
3,5354.7169811320755,53,0,1,24.2,4.73
0,13500.0,22,0,1,21.9,4.95
0,2400.0,37,1,1,16.1,1.48
4,3360.0,10,0,1,23.5,0.56
5,3714.285714285714,21,0,1,22.0,1.3
3,2648.2758620689656,87,0,1,19.0,3.84
5,1775.0,72,0,1,20.9,2.13
5,3186.206896551724,29,1,0,16.6,1.54
3,923.0769230769231,78,1,0,17.4,1.2
5,6571.428571428572,42,1,1,16.7,4.6
1,428.57142857142856,63,0,0,20.4,0.45
3,5895.652173913043,46,0,1,21.3,4.52
4,1628.5714285714287,84,0,0,15.8,2.28
5,7215.0,40,1,0,19.0,4.81
5,8745.454545454546,33,1,1,24.5,4.81
2,1400.0,69,0,1,16.4,1.61
2,415.90909090909093,88,0,1,18.3,0.61
3,15633.333333333334,18,1,1,16.1,4.69
0,2907.6923076923076,39,0,1,21.0,1.89
3,12733.333333333334,18,0,0,19.8,3.82
0,365.2173913043478,46,0,1,18.1,0.28
0,1686.7924528301887,53,1,0,22.0,1.49
2,850.9090909090909,110,1,0,17.4,1.56
2,4513.846153846154,65,0,1,15.2,4.89
0,2521.6216216216217,74,0,1,19.7,3.11
5,2797.2972972972975,74,0,1,21.6,3.45
1,2554.8387096774195,62,0,1,23.0,2.64
1,2104.6153846153848,65,1,1,24.0,2.28
3,2850.0,48,0,1,23.7,2.28
0,1000.0,48,0,0,16.2,0.8
2,4557.142857142857,42,1,0,17.2,3.19
3,5637.735849056604,53,0,1,23.8,4.98
2,525.0,48,0,1,16.1,0.42
4,1833.9622641509434,106,1,0,17.2,3.24
3,1600.0,102,1,0,24.6,2.72
0,2741.176470588235,51,1,0,18.9,2.33
0,3000.0,76,1,1,15.8,3.8
0,27800.0,9,0,0,20.3,4.17
3,2300.0,60,0,1,18.4,2.3
4,2616.2162162162163,111,1,1,19.8,4.84
4,2961.904761904762,63,1,0,22.1,3.11
5,1990.909090909091,44,0,1,16.2,1.46
0,3262.921348314607,89,0,1,16.2,4.84
3,1637.6470588235295,85,1,1,24.5,2.32
2,3104.3478260869565,46,1,1,17.1,2.38
1,1034.6938775510205,98,0,1,22.7,1.69
3,1158.6206896551723,87,0,1,15.5,1.68
5,2084.6153846153848,78,1,0,22.7,2.71
2,115200.0,2,0,0,17.3,3.84
5,8892.857142857143,28,0,1,15.1,4.15
0,2791.5789473684213,95,0,1,17.6,4.42
3,47900.0,6,0,1,17.6,4.79
0,3630.0,80,1,1,16.5,4.84
2,3437.037037037037,81,0,1,17.3,4.64
4,28800.0,3,0,1,24.0,1.44
5,2687.5,96,0,1,20.6,4.3
3,1881.8181818181815,66,0,1,22.6,2.07
0,6313.04347826087,23,1,0,21.6,2.42
1,1791.7808219178085,73,0,0,20.6,2.18
2,26400.0,3,0,0,17.1,1.32
5,7200.0,33,0,1,15.2,3.96
3,7834.285714285715,35,1,1,16.1,4.57
0,4711.475409836065,61,1,1,20.9,4.79
4,4628.571428571429,7,1,1,15.5,0.54
4,4400.0,54,1,0,16.0,3.96
0,1075.6097560975609,82,0,0,17.2,1.47
3,5004.878048780488,41,0,0,18.2,3.42
4,3501.3698630136987,73,1,0,23.3,4.26
2,2976.0,25,0,1,18.6,1.24
0,600.0,59,0,1,15.4,0.59
2,2588.3720930232557,86,0,1,20.6,3.71
3,451.3274336283186,113,0,1,22.7,0.85
5,2958.6206896551726,87,1,0,22.0,4.29
1,1738.4615384615386,78,0,0,18.3,2.26
5,1441.3793103448274,87,1,0,18.7,2.09
4,217.69911504424778,113,1,1,18.3,0.41
5,3283.6363636363635,55,0,0,19.4,3.01
1,3492.8571428571427,28,1,0,20.1,1.63
1,2616.0000000000005,100,0,1,17.2,4.36
0,2440.7766990291266,103,0,0,15.5,4.19
3,81999.99999999999,3,0,1,20.6,4.1
3,844.4444444444445,54,0,1,24.3,0.76
2,98.9010989010989,91,0,1,25.0,0.15
3,2100.0,32,1,0,21.8,1.12
3,1242.1052631578948,114,1,1,15.0,2.36
0,4406.55737704918,61,1,0,17.3,4.48
1,1888.073394495413,109,0,0,17.2,3.43
3,2378.761061946903,113,0,0,23.1,4.48
5,764.8351648351648,91,1,0,16.4,1.16
3,2064.4067796610166,118,0,1,16.2,4.06
2,56880.0,5,1,1,18.1,4.74
1,81600.0,2,0,0,19.7,2.72
0,1104.3478260869565,69,1,1,17.1,1.27
4,2484.9557522123896,113,0,1,18.4,4.68
4,240600.0,1,0,0,20.4,4.01
5,4036.3636363636365,66,1,1,21.2,4.44
2,12981.818181818182,11,1,0,23.1,2.38
5,5400.0,54,0,1,24.5,4.86
4,12210.000000000002,20,1,1,22.1,4.07
4,818.8235294117648,85,0,0,23.5,1.16
3,3300.0,68,1,0,17.6,3.74
0,83000.00000000001,3,1,0,24.8,4.15
5,269.6629213483146,89,0,1,22.0,0.4
1,2290.3225806451615,93,0,0,21.3,3.55
2,2209.90099009901,101,1,1,18.6,3.72
5,1639.0243902439024,41,0,0,22.3,1.12
0,6900.0,8,0,0,20.9,0.92
1,2775.0000000000005,88,0,1,18.6,4.07
1,1664.0,75,1,1,22.8,2.08
0,10254.545454545454,22,1,1,24.4,3.76
4,8630.76923076923,13,0,1,23.2,1.87
1,2600.0,69,1,0,17.5,2.99
1,1210.344827586207,116,0,0,17.0,2.34
2,4208.695652173913,69,0,1,24.9,4.84
2,2750.0,96,0,0,23.4,4.4
5,7733.333333333333,36,0,0,21.1,4.64
4,4823.999999999999,50,0,0,21.4,4.02
3,1832.4324324324325,37,0,0,19.8,1.13
5,2586.206896551724,29,1,1,23.1,1.25
4,58560.0,5,1,0,15.9,4.88
1,11875.0,24,0,1,17.5,4.75
0,388.6363636363636,88,0,1,18.5,0.57
1,3407.1428571428573,56,1,1,17.5,3.18
0,23550.0,4,1,0,20.2,1.57
2,3126.315789473684,95,1,1,18.6,4.95
5,1980.7228915662652,83,1,1,24.1,2.74
5,1050.0,72,0,1,15.2,1.26
4,1823.6842105263158,76,0,1,20.6,2.31
4,4186.95652173913,46,1,1,15.9,3.21
5,2883.3333333333335,72,1,1,22.6,3.46
1,141.50943396226415,106,1,0,17.1,0.25
5,173.68421052631578,76,0,0,19.8,0.22
4,16976.470588235294,17,0,1,20.2,4.81
3,996.923076923077,65,0,0,19.4,1.08
5,1146.6666666666667,90,1,1,24.3,1.72
5,3600.0,2,1,0,17.9,0.12
1,2382.089552238806,67,1,0,19.1,2.66
2,4687.5,48,1,1,19.1,3.75
0,3963.3802816901407,71,0,1,18.4,4.69
5,752.8301886792453,106,0,1,19.2,1.33
2,2570.4545454545455,88,0,1,16.5,3.77
3,2327.2727272727275,66,0,1,18.1,2.56
3,4242.857142857143,14,1,0,22.2,0.99
1,13860.0,20,0,1,23.5,4.62
0,687.6404494382023,89,0,0,25.0,1.02
2,1470.967741935484,62,1,1,23.5,1.52
2,820.7547169811321,106,0,0,21.0,1.45
0,152.11267605633802,71,0,0,19.9,0.18
0,4219.672131147541,61,0,0,19.6,4.29
5,6786.206896551724,29,0,1,24.3,3.28
2,425.0,96,0,0,22.8,0.68
4,3851.3513513513512,74,0,1,18.4,4.75
2,780.0,50,0,1,23.2,0.65
3,3118.5185185185187,81,1,0,18.7,4.21
0,2850.0,96,1,1,16.4,4.56
3,2028.5714285714287,105,1,1,23.0,3.55
0,2931.1475409836066,61,0,0,21.5,2.98
1,123.91304347826087,92,0,1,24.9,0.19
0,5633.333333333333,36,0,0,21.5,3.38
3,728.9719626168225,107,1,0,19.1,1.3
0,9942.857142857143,21,0,0,15.8,3.48
4,1441.9354838709678,62,0,1,18.1,1.49
5,2740.9090909090905,44,0,0,15.8,2.01
1,2609.6385542168673,83,0,0,16.9,3.61
4,2116.6666666666665,72,1,1,19.7,2.54
2,7472.727272727274,33,1,0,23.8,4.11
2,4168.9655172413795,58,1,0,15.5,4.03
2,63.716814159292035,113,1,1,21.1,0.12
3,196.36363636363637,55,0,1,19.1,0.18
4,511.1111111111111,27,0,0,18.5,0.23
0,3221.0526315789475,19,0,0,17.8,1.02
1,174.35897435897436,117,1,0,17.2,0.34
1,3261.2903225806454,62,1,1,18.6,3.37
5,722.7272727272727,88,1,1,24.4,1.06
4,330.50847457627117,118,0,0,16.1,0.65
1,28440.0,5,0,0,19.0,2.37
1,272.16494845360825,97,0,0,19.4,0.44
4,1754.7169811320755,106,1,0,18.2,3.1
5,1394.871794871795,117,0,1,20.2,2.72
1,1643.4782608695652,92,0,0,24.1,2.52
0,800.0,30,0,1,16.1,0.4
0,1062.5,48,0,1,16.9,0.85
3,928.695652173913,115,1,1,17.4,1.78
4,813.3333333333334,90,1,1,22.1,1.22
0,2687.5,48,0,1,22.4,2.15
0,3872.7272727272725,77,0,1,15.4,4.97
3,3262.921348314607,89,1,1,23.9,4.84
1,32142.85714285714,7,1,0,16.7,3.75
1,2770.0,60,1,0,24.4,2.77
3,248.57142857142858,70,1,1,17.7,0.29
4,3225.0,24,0,1,15.8,1.29
2,1647.6190476190477,63,1,1,19.5,1.73
0,5729.032258064516,31,1,1,20.5,2.96
3,323.52941176470586,102,0,0,24.2,0.55
3,1186.3636363636363,44,0,0,15.1,0.87
0,21450.0,12,1,1,24.6,4.29
5,3623.076923076923,26,0,1,17.3,1.57
1,1277.5862068965516,116,0,0,15.9,2.47
0,1438.9830508474577,118,0,0,15.9,2.83
0,517.4311926605504,109,0,1,17.3,0.94
2,85200.0,1,1,0,23.4,1.42
2,2728.125,64,1,1,18.2,2.91
1,1933.9285714285713,112,1,1,24.0,3.61
1,3222.222222222222,27,0,0,20.3,1.45
5,2865.882352941176,85,0,0,17.1,4.06
2,2200.0,42,0,0,24.9,1.54
1,68850.0,4,1,1,22.0,4.59
4,1275.7894736842106,95,1,0,23.3,2.02
0,1493.0232558139537,43,0,1,20.1,1.07
5,12600.0,21,0,0,23.4,4.41
4,6000.0,14,0,0,18.3,1.4
4,5657.142857142857,21,0,0,22.7,1.98
4,1144.1860465116279,43,1,1,21.2,0.82
2,3228.5714285714284,63,0,0,23.3,3.39
3,933.3333333333334,27,1,1,16.0,0.42
5,1034.6938775510205,98,0,1,21.8,1.69
5,3271.698113207547,53,0,0,18.6,2.89
3,26040.0,5,0,1,24.7,2.17
5,9171.42857142857,21,0,1,22.9,3.21
5,152.38095238095238,63,0,0,18.6,0.16
5,1922.7272727272727,44,0,1,23.1,1.41
5,11446.153846153846,13,0,0,20.0,2.48
2,768.0,100,0,1,24.8,1.28
0,725.0,96,0,1,24.4,1.16
0,1577.142857142857,70,1,0,22.1,1.84
3,73.04347826086956,115,1,1,17.9,0.14
1,1094.1176470588234,102,0,0,24.8,1.86
4,3380.0,60,1,1,17.6,3.38
1,7862.068965517241,29,0,1,20.1,3.8
4,3265.3846153846152,52,0,1,23.6,2.83
5,43800.0,3,0,1,20.6,2.19
2,2271.4285714285716,28,1,1,24.0,1.06
2,5563.636363636364,33,0,0,15.0,3.06
1,9342.857142857143,21,1,1,19.9,3.27
1,4830.5084745762715,59,0,1,24.7,4.75
3,7400.0,30,0,1,21.3,3.7
4,1884.1121495327102,107,0,0,19.3,3.36
5,397.5903614457831,83,0,1,16.4,0.55
1,1211.1111111111113,54,0,1,22.6,1.09
3,1379.3103448275863,87,0,0,21.9,2.0
5,882.0,100,0,0,24.3,1.47
0,866.6666666666666,45,0,0,17.3,0.65
4,870.7317073170732,82,0,1,19.0,1.19
0,523.4042553191489,94,1,0,16.6,0.82
5,167.4418604651163,43,1,0,21.4,0.12
